1,5588
2,4506
3,3955
4,3728
5,3001
6,2948
7,2304
8,2302
9,2250
10,2062
11,1883
12,1883
13,1782
14,1774
15,1649
16,1642
17,1631
18,1526
19,1469
20,1458
21,1454
22,1427
23,1359
24,1342
25,1252
26,1236
27,1230
28,1158
29,1143
30,1085
31,1082
32,1077
33,1055
34,1051
35,1026
36,1017
37,1015
38,1010
39,987
40,982
41,978
42,953
43,923
44,921
45,882
46,881
47,879
48,846
49,844
50,834
51,819
52,819
53,807
54,806
55,804
56,766
57,765
58,756
59,755
60,740
61,738
62,733
63,729
64,728
65,728
66,717
67,716
68,708
69,703
70,702
71,698
72,683
73,683
74,674
75,665
76,660
77,643
78,639
79,636
80,636
81,630
82,620
83,617
84,612
85,608
86,603
87,599
88,593
89,592
90,591
91,590
92,585
93,581
94,577
95,566
96,565
97,560
98,560
99,560
100,560
101,557
102,550
103,550
104,547
105,547
106,542
107,540
108,534
109,534
110,532
111,530
112,529
113,528
114,527
115,525
116,522
117,514
118,504
119,504
120,504
121,503
122,500
123,498
124,496
125,492
126,489
127,488
128,480
129,479
130,472
131,466
132,452
133,451
134,450
135,450
136,447
137,447
138,446
139,444
140,443
141,432
142,431
143,431
144,430
145,430
146,425
147,423
148,420
149,417
150,417
151,416
152,416
153,416
154,414
155,413
156,413
157,410
158,408
159,408
160,407
161,400
162,398
163,396
164,391
165,390
166,390
167,388
168,388
169,387
170,386
171,386
172,384
173,383
174,381
175,380
176,377
177,376
178,374
179,372
180,371
181,370
182,368
183,362
184,360
185,358
186,355
187,351
188,350
189,349
190,348
191,347
192,346
193,345
194,343
195,343
196,342
197,342
198,342
199,340
200,338
201,338
202,338
203,337
204,333
205,330
206,324
207,323
208,316
209,316
210,315
211,315
212,313
213,312
214,312
215,311
216,311
217,309
218,308
219,306
220,306
221,302
222,302
223,301
224,300
225,299
226,298
227,296
228,296
229,294
230,292
231,291
232,290
233,290
234,288
235,287
236,287
237,286
238,285
239,285
240,285
241,284
242,280
243,279
244,278
245,278
246,277
247,276
248,276
249,275
250,275
251,274
252,273
253,272
254,270
255,267
256,267
257,267
258,267
259,266
260,266
261,264
262,264
263,263
264,263
265,262
266,262
267,262
268,262
269,261
270,259
271,259
272,259
273,257
274,256
275,255
276,255
277,255
278,254
279,254
280,253
281,253
282,253
283,252
284,252
285,252
286,251
287,248
288,246
289,246
290,244
291,243
292,243
293,240
294,239
295,238
296,237
297,237
298,237
299,234
300,234
301,233
302,233
303,233
304,233
305,232
306,232
307,232
