1,4333
2,2316
3,1861
4,1752
5,1558
6,1518
7,1389
8,1249
9,1136
10,1058
11,1052
12,950
13,896
14,877
15,850
16,814
17,793
18,792
19,745
20,711
21,705
22,696
23,692
24,678
25,661
26,636
27,634
28,631
29,624
30,621
31,611
32,602
33,583
34,566
35,546
36,545
37,528
38,528
39,525
40,518
41,518
42,512
43,505
44,493
45,493
46,490
47,481
48,474
49,472
50,471
51,469
52,462
53,462
54,459
55,456
56,449
57,444
58,441
59,440
60,431
61,430
62,420
63,415
64,415
65,405
66,399
67,391
68,388
69,387
70,383
71,380
72,373
73,368
74,367
75,360
76,360
77,355
78,354
79,354
80,342
81,340
82,339
83,339
84,333
85,332
86,332
87,330
88,325
89,321
90,317
91,316
92,315
93,314
94,313
95,311
96,310
97,306
98,305
99,304
100,303
101,302
102,297
103,296
104,295
105,293
106,290
107,290
108,290
109,289
110,289
111,289
112,286
113,285
114,283
115,278
116,277
117,276
118,275
119,274
120,274
121,272
122,269
123,266
124,263
125,263
126,262
127,261
128,258
129,257
130,256
131,253
132,250
133,249
134,248
135,245
136,242
137,240
138,237
139,232
140,232
141,231
142,230
143,229
144,228
145,226
146,225
147,225
148,222
149,221
150,220
151,218
152,217
153,216
154,216
155,213
156,212
157,212
158,211
159,210
160,210
161,208
162,207
163,206
164,206
165,203
166,203
167,201
168,201
169,200
170,199
171,196
172,195
173,195
174,194
175,194
176,193
177,191
178,190
179,188
180,188
181,188
182,188
183,187
184,186
185,186
186,186
187,186
188,185
189,184
190,182
191,182
192,181
193,179
194,177
195,177
196,174
197,173
198,172
199,172
200,172
201,172
202,170
203,169
204,168
205,168
206,168
207,168
208,168
209,168
210,168
211,167
212,166
213,166
214,164
215,164
216,164
217,163
218,163
219,163
220,162
221,161
222,160
223,158
224,158
225,157
226,157
227,156
228,156
229,156
230,156
231,156
232,155
233,155
234,155
235,155
236,154
237,154
238,154
239,154
240,153
241,153
242,152
243,152
244,152
245,151
246,149
247,149
248,149
249,149
250,147
251,147
252,146
253,145
254,145
255,145
256,145
257,145
258,144
259,143
260,142
261,142
262,141
263,141
264,141
265,141
266,139
267,137
268,137
269,137
270,136
271,136
272,136
273,136
274,135
275,135
276,135
277,134
278,134
279,133
280,133
281,133
282,133
283,132
284,132
285,131
286,130
287,130
288,129
289,129
290,128
291,128
292,128
293,128
294,127
295,127
296,126
297,126
298,126
299,125
300,125
301,125
302,125
303,125
304,124
305,124
306,124
307,124
308,123
309,123
310,122
311,122
312,122
313,122
314,121
315,121
316,121
317,120
318,120
319,119
320,118
321,118
322,118
323,118
324,118
325,118
326,118
327,117
328,116
329,115
330,115
331,115
332,114
333,114
334,114
335,114
336,114
337,113
338,113
339,113
340,112
341,112
342,112
343,112
344,111
345,111
346,111
347,110
348,110
349,110
350,110
351,109
352,109
353,109
354,109
355,109
356,109
357,109
358,109
359,109
360,108
361,108
362,108
363,108
364,108
365,108
366,107
367,107
368,107
369,107
370,107
371,106
372,106
373,106
374,106
375,106
376,106
377,105
378,105
379,105
380,105
381,105
382,105
383,104
384,104
385,104
386,103
387,103
388,103
389,103
390,103
391,102
392,102
393,102
394,102
395,102
396,101
397,101
398,101
399,101
400,100
401,100
402,100
403,100
404,100
405,100
406,100
407,100
408,99
409,99
410,98
411,98
412,98
413,97
414,96
415,96
416,96
417,96
418,96
419,95
420,95
421,95
422,94
423,94
424,94
425,94
426,94
427,93
428,93
429,93
430,93
431,92
432,92
433,92
434,92
435,92
436,91
437,91
438,90
439,90
440,90
441,90
442,90
443,90
444,90
445,89
446,89
447,89
448,89
449,89
450,89
451,89
452,89
453,88
454,88
455,88
456,88
457,88
458,88
459,88
460,88
461,87
462,87
463,87
464,87
465,87
466,87
467,86
468,86
469,86
470,86
471,86
472,86
473,86
474,86
475,86
476,85
477,85
478,85
479,85
480,85
481,85
482,85
483,85
484,84
485,84
486,84
487,83
488,83
489,83
490,83
491,83
492,83
493,83
494,83
495,83
496,83
497,82
498,82
499,81
500,81
501,81
502,80
503,80
504,80
505,80
506,80
507,80
508,79
509,79
510,79
511,79
512,79
513,78
514,78
515,78
516,78
517,78
518,78
519,78
520,77
521,77
522,77
523,77
524,77
525,77
526,77
527,77
528,77
529,77
530,77
531,76
532,76
533,76
534,76
535,76
536,76
537,76
538,76
539,76
540,76
541,75
542,75
543,75
544,75
545,75
546,75
547,75
548,75
549,75
550,75
551,74
552,74
553,74
554,74
555,74
556,74
557,74
558,74
559,74
560,74
561,74
562,74
563,73
564,73
565,73
566,73
567,73
568,73
569,73
570,73
571,73
572,73
573,72
574,72
575,72
576,72
577,72
578,72
579,72
580,72
581,72
582,71
583,71
584,71
585,71
586,71
587,71
588,71
589,71
590,71
591,70
592,70
593,70
594,70
595,70
596,70
597,70
598,70
599,70
600,70
601,70
602,69
603,69
604,69
605,69
606,69
607,69
608,69
609,69
610,69
611,69
612,69
613,69
614,69
615,69
616,68
617,68
618,68
619,68
620,68
621,68
622,68
623,68
624,68
625,68
626,68
627,68
628,68
629,67
630,67
631,67
632,67
633,67
634,67
635,67
636,66
637,66
638,66
639,66
640,66
641,66
